label,text,sentiment,produit,auteur
0,"Ooooooh! * Joint d'étanchéité * voir, je télécharge des fichiers shitloads de zip sur 4chan. Je n'ai pas d'argent sur Internet. Baise oui alicia & amp; Mikey.",negatif,Marque X,@user_demo
0,"Est toujours en train de nourrir mon nil, mais il se réjouit qu'il se sente mieux. Je déteste quand mon bébé est malade",negatif,Marque X,@user_demo
0,Est foutu pour revenir à ic,negatif,Marque X,@user_demo
0,Yoyoyo. Mon internet a été grossier ce soir. Il vient de se reconnecter et je vais me coucher.,negatif,Marque X,@user_demo
0,"Eh bien, j'ai des trucs et du netball, mais après netbal si j'ai fait des choses uni, nous pouvons",negatif,Marque X,@user_demo
0,"Moi aussi, je suis pauvre",negatif,Marque X,@user_demo
0,Aidez-moi à oublier 8 avril et amp; 13 juillet!,negatif,Marque X,@user_demo
0,"Dierks bentley arrive à columbus, oh !! Je veux aller si mal",negatif,Marque X,@user_demo
0,Je dois reprendre mon sidekick.,negatif,Marque X,@user_demo
0,félicitations! Je suis totalement jaloux! Je souhaite seulement que mon xm soit en train de fonctionner,negatif,Marque X,@user_demo
0,Gr8t mon visage est très démangeant,negatif,Marque X,@user_demo
0,Chaussettes pauvres luvvvvv le golden retriever !! Je veux un soupir,negatif,Marque X,@user_demo
0,Je viens juste de constater qu'ils trouvèrent cette fille de tracy dans un bagage ... Comment fous terrible,negatif,Marque X,@user_demo
0,Aaaaand la nausée est de retour.,negatif,Marque X,@user_demo
0,"Ooh, je suis excité et je ne suis même pas en train de rester là-bas, j'adore youtube!",negatif,Marque X,@user_demo
0,J'ai passé 1 heure à atteindre la banque d'axes seulement pour découvrir aujourd'hui les vacances pour mahavir jayanti contd ..,negatif,Marque X,@user_demo
0,Je suis d'accord ... les jobros ne se mettent pas à jour très souvent,negatif,Marque X,@user_demo
0,"C'est hilarant et j'ai lié le clip de lj il y a quelque temps, mais quand je suis retourné tout à l'heure, c'était un lien mort",negatif,Marque X,@user_demo
0,"Oooooooo qui avec? (Je ne suis pas non plus, mais c'est parce que j'ai besoin d'étudier)",negatif,Marque X,@user_demo
0,"N'a pas tweeté presque toute la journée, j'ai affiché mon site ce soir, j'espère que ça va bien la nuit!",negatif,Marque X,@user_demo
0,Je me souvient de bentley,negatif,Marque X,@user_demo
0,Sérieusement besoin de terminer ces applications de travail,negatif,Marque X,@user_demo
0,"Mon fils vincas est malade, donc je reste à la maison juste trois jours au travail, et je suis de retour en vacances avec des enfants",negatif,Marque X,@user_demo
0,Whinging. Mon client et mon patron ne comprennent pas bien l'anglais. Réécrit un certain texte illisible. Il est écrit par v. Good writer & amp; reviewed correct.,negatif,Marque X,@user_demo
0,Je ne veux pas qu'il me frappe.,negatif,Marque X,@user_demo
0,Tellement malade de la neige ughh,negatif,Marque X,@user_demo
0,"Ça ne marche pas, ton fan est fâché",negatif,Marque X,@user_demo
0,Je voudrais m'excuser pour les jeux vidéo répétés en direct tweets liés. Je vais bientôt discuter avec koodo. arrière.,negatif,Marque X,@user_demo
0,"Mais je ne peux pas comprendre comment y arriver / retour / payer pour un hôtel, etc.",negatif,Marque X,@user_demo
0,"Fml: tant pour l'ancienneté, bc de l'ineptitude technologique, je dois maintenant ""inscrire"" quot; Pour les cours à nouveau",negatif,Marque X,@user_demo
0,"Se sent comme si elle avait dormi la journée. Je ne voudrais plus de bouts avec ma vésicule biliaire. Au moins, j'ai des pilules maintenant pour la douleur.",negatif,Marque X,@user_demo
0,"Mais ce que je veux vraiment, c'est ma vieille basse",negatif,Marque X,@user_demo
0,Fou fatigué aujourd'hui ... l'appelant tôt ce soir nuit nuit twitter,negatif,Marque X,@user_demo
0,: Soyez tranquille et soyez bon pour vous.,negatif,Marque X,@user_demo
0,Je crains d'avoir un mauvais code.,negatif,Marque X,@user_demo
0,Pense que je vais au lit. Bonne adresse. je déteste ça,negatif,Marque X,@user_demo
0,"Je suis ici, mon ami, et je t'aime.",negatif,Marque X,@user_demo
0,"Tout ce temps-là, tu n'as pas remarqué que j'étais parti ... J'avais besoin de db2, n'est-ce pas?",negatif,Marque X,@user_demo
0,Est dans la salle de bains et je dois faire pipi!,negatif,Marque X,@user_demo
0,Mais je voulais une margarita aussi!,negatif,Marque X,@user_demo
0,"Les séances d'entraînement nocturnes sont les pires, mais malheureusement, mon emploi du travail me permet d'aller la nuit c'est dur!",negatif,Marque X,@user_demo
0,Je viens d'appeler Hillsong à nouveau - ils ont dit qu'ils ne pouvaient pas me dire où j'étais sur la liste d'attente - je ne sais pas si ça fait si bien,negatif,Marque X,@user_demo
0,"A 0g de barre laiteuse gauche, et environ 200ml de coca",negatif,Marque X,@user_demo
0,Il n'est pas encore arrivé,negatif,Marque X,@user_demo
0,"Comment, j'ai envie de danser, mais d'abord une école veut me violer davantage.",negatif,Marque X,@user_demo
0,Ah! Je parie que j'ai été comme envie de jouer au softball ou au basketball !!! Mais je n'ai plus de temps,negatif,Marque X,@user_demo
0,"Est terrifiée, elle a supprimé accidentellement une référence dans sa mission de gestion et espère qu'elle ne se heurte pas quand elle reviendra",negatif,Marque X,@user_demo
0,Amazon s3 plugin n'a pas travaillé sur mon site. Il a besoin de php 5. Mais mon fournisseur d'hébergement n'a que php 4.4. très triste.,negatif,Marque X,@user_demo
0,"Argh! J'ai été suuuper endormie il y a une heure, maintenant je suis bien éveillé. J'espère que je ne resterai pas debout toute la nuit. : - /",negatif,Marque X,@user_demo
0,"J'aimerais être là! Vendu si vous avez un peu de temps, faites-le moi savoir, j'aimerais en savoir plus sur ce que vous faites!",negatif,Marque X,@user_demo
0,Juste regardé le tonnerre tropique. Redouter demain,negatif,Marque X,@user_demo
0,Non ... il manque encore ...,negatif,Marque X,@user_demo
0,Chiefdelphi est en panne,negatif,Marque X,@user_demo
0,"- Selon mon frère, notre nouveau chiot a eu une bataille de poo et a été couvert de caca (image qui lui a été volée)",negatif,Marque X,@user_demo
0,Jouer à la maison! Mon nouveau patron ne m'a pas encore appelé ...,negatif,Marque X,@user_demo
0,"Su yin huen tweeté, je ressens une culpabilité insupportable. J'ai fait pleuvoir mon personnel",negatif,Marque X,@user_demo
0,Le pauvre joshy est malade ??? Ces damnes tissanos!,negatif,Marque X,@user_demo
0,Mes pensées portent sur la famille de sandra cantu à ce moment difficile et triste,negatif,Marque X,@user_demo
0,"Je sais, je voulais simplement laisser tout le monde savoir ce qui se passait",negatif,Marque X,@user_demo
0,Michigan qui? Je ne les connais pas. * Soupir * honteux!,negatif,Marque X,@user_demo
0,Je dois remplir deux heures,negatif,Marque X,@user_demo
0,"Si minutieux! Hey, tu me manques na! Ce n'est pas la même chose de ne pas vous voir les filles tous les jours",negatif,Marque X,@user_demo
0,Oh! Est-ce que je l'ai mentionné? & Quot; gooooood moooorniiiiiiing & quot; de l'Allemagne! Je suis dans ma cage ... ou mieux ... mon bureau,negatif,Marque X,@user_demo
0,La gorge se ferme et j'ai du fromage à cordes. pas une bonne idée,negatif,Marque X,@user_demo
0,"Aww, sandra cantu est retrouvé mort dans une valise, les histoires d'histoires disparues ne semblent jamais aller bien. famille pauvre.",negatif,Marque X,@user_demo
0,Souhaitant être à la maison sous mes couvertures,negatif,Marque X,@user_demo
0,Rentrer de l'école draine toute mon énergie,negatif,Marque X,@user_demo
0,"je suis d'accord. Le shapehifting est un copout. J'étais tellement excité pour le film d'angela, je pensais que c'était cette semaine. Noah était génial!",negatif,Marque X,@user_demo
0,Dang! J'aurais fait cela si je savais que c'était plus tôt. D'autres sorties prévues?,negatif,Marque X,@user_demo
0,J'aimerais être mieux à l'écriture. Il me prend tellement longtemps pour écrire ce document.,negatif,Marque X,@user_demo
0,... et bien sûr ... j'ai accès à mon pack de carte mythique halo 3 à nouveau ... mais de mauvaises nouvelles ... pas le légendaire pack de cartes ... ugh .. 600ms ...,negatif,Marque X,@user_demo
0,"... pas encore malheureusement, quelques semaines plus tard, comment ça va? J'ai été un peu occupé avec mon dernier projet.",negatif,Marque X,@user_demo
0,Ha le soleil est déjà parti,negatif,Marque X,@user_demo
0,Le jour 2. beaucoup plus dur que le jour 1. Voyons comment le jour 3 va demain.,negatif,Marque X,@user_demo
0,Mon homme s'est écrasé jake peavy m'a laissé tomber,negatif,Marque X,@user_demo
0,"Voyage méga majeur, vous avez du temps pendant le jour tom / weds? Ou vous sortez ce soir? Je veux vous voir mal. Essayé de vous avertir, échec technique",negatif,Marque X,@user_demo
0,Michigan indique que tu me rends triste,negatif,Marque X,@user_demo
0,OMG. Ma bouche souffre tant que je veux juste dormir jusqu'à ce qu'il soit temps de prendre mes appareils.,negatif,Marque X,@user_demo
0,Se fâchant facilement aujourd'hui & gt; & gt; & gt; Proposition de biocarburants: se fâcher facilement aujourd'hui & gt; & gt; & gt; Biof ..,negatif,Marque X,@user_demo
0,"Hey, fille. Le site est de retour. Girlyvue est de retour et ils ont encore plus de vidéos.",negatif,Marque X,@user_demo
0,Je passe du temps avec ma grand-mère tôt demain et je ne peux pas laisser les skittles par elle-même.,negatif,Marque X,@user_demo
0,Vient de rentrer à la maison en regardant l'état du michigan se tromper!,negatif,Marque X,@user_demo
0,"Oh je-bus! Deux ans de travail de classes sont à organiser & gt; _ & lt; Je ne finis pas ce soir, ce n'est pas possible ... mes os me font mal",negatif,Marque X,@user_demo
0,"Pas d'échange pour moi, mon ordinateur portable n'est pas arrivé",negatif,Marque X,@user_demo
0,J'espère que ça ne dure pas trop longtemps. Je me sens misérable!,negatif,Marque X,@user_demo
0,"Rachel! Une panne est nécessaire - je serais à la maison ce week-end, mais les gens stupides me font travailler, alors je suis libre et assis jusqu'à 4 ...",negatif,Marque X,@user_demo
0,"Pas amusant & amp; furieux? Le nouveau mantra pour les 2 breakers de la baie? Il s'agissait de 2 rampures, la ville a réagi exagérément & Serré",negatif,Marque X,@user_demo
0,Mon mari (pour une raison quelconque) pense qu'il est plus important qu'il ait un bon endroit pour le tapis rouge pour la première du film de randonnée. gazon!,negatif,Marque X,@user_demo
0,"Je ne prétends pas combien de temps je me lève à 5 heures du matin, ça ne devient jamais plus facile. Homme, mes yeux blessent wah",negatif,Marque X,@user_demo
0,Jeffree! Comment gardez-vous vos cheveux d'une seule couleur? Ma teinture permanente disparaît au cours de la semaine,negatif,Marque X,@user_demo
0,"Ma réaction aussi, qui n'a rien vu venir",negatif,Marque X,@user_demo
0,"toujours malade. Se sentir un peu mieux, avoir un nouveau médicament ... j'espère que je me sens bien après une nuit de sommeil. Ohh, et on suppose que la neige! Wtf!",negatif,Marque X,@user_demo
0,Je pense que peut-être devriez-vous avoir encore quelques heures de sommeil? Dans quelle mesure pouvez-vous être en ce moment si votre chien est fatigué? je m'inquiète,negatif,Marque X,@user_demo
0,Merci beaucoup. J'ai appris beaucoup de mots nouveaux mais je n'ai pas trouvé ce que je cherchais.,negatif,Marque X,@user_demo
0,J'aimerais avoir tous les téléchargements xblm tous sur le gamertag 'hitokyri'. Ce 5 gamertag est une absurdité ... et j'en ai marre de ça,negatif,Marque X,@user_demo
0,Nouveau test du testament à 9h30,negatif,Marque X,@user_demo
0,Tonnes pas de troll? Ahhhh,negatif,Marque X,@user_demo
0,Des films stupides que nous avons regardés ... miroirs ugggggh ... stooopeeed !!! vol!,negatif,Marque X,@user_demo
0,"- Je t'aime, buck.",negatif,Marque X,@user_demo
0,le dernier!!! Mais toujours pas fait !!!,negatif,Marque X,@user_demo
0,"Je ne comprends pas pourquoi les choses sont enlevées. Je n'avais pas assez de temps avec lui, c'est injuste. Je le veux revenir! Il était comme mon bébé",negatif,Marque X,@user_demo
0,Scratch that: du in heif (deux dans une moitié) des cookies. Mon tum ne peut plus supporter de shoog. Poots,negatif,Marque X,@user_demo
0,"J'étais juste à l'écoute des bonbons pour la première fois à jamais! Je leur manque tellement, pouvons-nous aller à chi town pour les visites plz?",negatif,Marque X,@user_demo
0,"Geez quel après-midi occupé. Des réunions, des courriels, des réunions et des courriels et plus de réunions. 18 heures et le jour est toujours en cours! Ah est sombre et",negatif,Marque X,@user_demo
0,"Dang !!! Une autre pause de printemps !!! à quel point cela est cool??? Trop mal, je dois travailler toute la semaine oh bien, plus d'argent pour un téléphone. Ttyl everbody !!!",negatif,Marque X,@user_demo
0,J'ai peur (votre réponse à propos d'uni depuis des années,negatif,Marque X,@user_demo
0,se sentir mal,negatif,Marque X,@user_demo
0,"Lol, ils sont des hommes émotionnels! Omg tout ce soir en train de manger ... les deux sont en panne",negatif,Marque X,@user_demo
0,"Aww nick !! J'aime bien tes cheveux, pourquoi l'as-tu coupé? Pause. mon. cœur.",negatif,Marque X,@user_demo
0,Se demande si jon a perdu le filet,negatif,Marque X,@user_demo
0,sensationnel. La chose la plus déprimante dans le monde est de perdre une vidéo que vous avez créée en quelques secondes.,negatif,Marque X,@user_demo
0,? Tid = 395031 mais tout indique pas en stock,negatif,Marque X,@user_demo
0,"Lmao Im sorry poohpot, j'ai tout mangé!",negatif,Marque X,@user_demo
0,Une chance douce (pour) n'est pas forte?,negatif,Marque X,@user_demo
0,"Le temps de déplacer ma postérieure et de perdre du gras. Mon articulation crible donc pas plus de course, mais je suis drool pour la natation",negatif,Marque X,@user_demo
0,Écoute nathan pleure ...,negatif,Marque X,@user_demo
0,Aujourd'hui aspiré. Je vais mourir sans chris et callum! Wahhh!,negatif,Marque X,@user_demo
0,"Le site n'est pas mis à jour, pas d'info sur l'examen 2/2552 et le cours ouvert, je dois attendre les avis et le document par courrier. Um ...",negatif,Marque X,@user_demo
0,...Je suis désolé. Je me sens un peu moche moi-même. 5 heures du matin sera trop rapide,negatif,Marque X,@user_demo
0,Est amoureux de scrappy et lui manque déjà,negatif,Marque X,@user_demo
0,Veut entendre la chanson mais myspace me gêne,negatif,Marque X,@user_demo
0,"Une mauvaise nouvelle était que papa avait un cancer et qui meurt de bonnes nouvelles, une nouvelle entreprise a commencé et je suis maintenant un entraîneur de vie pratiquant une gestion holistique du poids",negatif,Marque X,@user_demo
0,Homme ... l'intervention est tellement triste,negatif,Marque X,@user_demo
0,Aidez-moi! J'ai besoin d'un nouveau petit ami ... je suis coincé dans une ornière,negatif,Marque X,@user_demo
0,Je me sens comme un idiot complet. Je suis le seul qui n'obtient pas comment cette merde fonctionne m'aide,negatif,Marque X,@user_demo
0,A vu une annonce sur craigslist pour un appel de casting pour une hébergeur sur g4. J'étais totalement enchanté! Mais s'est rendu compte que c'était un canular,negatif,Marque X,@user_demo
0,Les rouleaux de pepperoni en l.a.?: J'ai appelé valentino's - ils ont dit qu'ils avaient des rouleaux de saucisse mais pas de rouleaux de pepperoni,negatif,Marque X,@user_demo
0,"Oui, ce sera. C'est seulement lundi",negatif,Marque X,@user_demo
0,Je veux déjà le nouvel épisode Gg,negatif,Marque X,@user_demo
0,Je manque de regarder la vie moderne de Rocko.,negatif,Marque X,@user_demo
0,Rip sandra .... c'est tellement triste comment quelqu'un peut-il faire quelque chose comme ça ??,negatif,Marque X,@user_demo
0,"En gardant mes doigts croisés pour mon copain, il ne se sent pas bien.",negatif,Marque X,@user_demo
0,"Attends-je, je devrais manger? Ou être maigre pour Vegas! j'ai faim!",negatif,Marque X,@user_demo
0,"J'ai essayé une tweetdeck une fois et je l'ai détesté avec une passion. Ou il m'a détesté, je ne suis pas sûr ...",negatif,Marque X,@user_demo
0,"Bien que mon iPhone agisse drôle, meurt rapidement et gèle et bs. Je n'admet rien, dis-je juste",negatif,Marque X,@user_demo
0,"Assis ici se demandant pourquoi ""ed"" J'ai toujours une forte prise sur moi",negatif,Marque X,@user_demo
0,Je suis désolé de t'avoir malade. Lol. Aller au lit aussi. nuit!,negatif,Marque X,@user_demo
0,"Pas d'internet à la maison, devoir conduire dans le bœuf pour utiliser internet à cause des constructeurs!",negatif,Marque X,@user_demo
0,Le temps au canada est gelé,negatif,Marque X,@user_demo
0,"Twiggassssssss j'étais hors de portée toute la journée, je suis de retour maintenant et j'espère pour le bien.",negatif,Marque X,@user_demo
0,Quiconque lit cette prière pour ma grand-mère. Elle souffre,negatif,Marque X,@user_demo
0,"S'est réveillé et a eu un accident - ""c'est pousser, il pousse!"" Il pleurait parce qu'il ne pouvait s'empêcher de mouiller son pantalon.",negatif,Marque X,@user_demo
0,"À la maison de la rue Franklin, j'ai presque sauté au-dessus d'un feu. Quelqu'un l'a lancé avant que je puisse. Jenny a perdu sa chaussure.",negatif,Marque X,@user_demo
0,Hey! Vous venez de changer votre valeur par défaut.,negatif,Marque X,@user_demo
0,A finalement cédé et a été assez ennuyé pour ce qui est de la stathis. Je pense que le 140 va me poser un problème. C'est comme un statut myspace.,negatif,Marque X,@user_demo
0,"Si seulement nous étions vraiment si chanceux, hein? Et awh certainement trop tôt pour le travail.",negatif,Marque X,@user_demo
0,Buttload des devoirs!,negatif,Marque X,@user_demo
0,Besoin d'une autre copie de Visual Studio 2008,negatif,Marque X,@user_demo
0,"Pourquoi nous, la seule école du monde, soyez cette semaine. Mon école est stupide de toute façon ... regardez le bon côté. Quand je serai parti, tu seras dans",negatif,Marque X,@user_demo
0,Omg j'ai un test économique. Et je ne connais pas toutes les choses que je dois savoir et omg je vais échouer,negatif,Marque X,@user_demo
0,"Une fois, il y a eu une centaine d'îles était la fierté du tourisme philippin, mais le poisson-poisson de corail / palourde / poisson rare l'a fait. Quelque chose de triste",negatif,Marque X,@user_demo
0,"Oui, j'ai vraiment du mauvais goût",negatif,Marque X,@user_demo
0,je connais! J'ai été vraiment surpris puisque tout le monde les recommande sur youtube. Je dois les appeler demain et comprendre tout cela.,negatif,Marque X,@user_demo
0,En attendant à l'air de mon voyage pendant que je suis harcelé par 2 hommes essayant de me vendre des chapeaux feutres ... pourquoi moi? je veux juste dormir..,negatif,Marque X,@user_demo
0,J'ai quitté mes identifiants à l'endroit et maintenant je ne peux pas sortir aux bars fuckkkkkkkkkkkkk,negatif,Marque X,@user_demo
0,Je suis désolé je ne comprends pas votre dernier commentaire,negatif,Marque X,@user_demo
0,Quand est l'annonce? Je suis resté en retard hier soir,negatif,Marque X,@user_demo
0,"C'est étrange, les torrents illégaux avlbl partout, dvd légal pas en stock, qu'est-ce que je fais maintenant ???",negatif,Marque X,@user_demo
0,Il ne suffit pas de dire que ça te va,negatif,Marque X,@user_demo
0,Ce chariot est emballé comme des sardines! Padre Game et ils enlèvent une voiture? Bon appelle mts,negatif,Marque X,@user_demo
0,"Jeez, j'essayais juste d'aider haha.",negatif,Marque X,@user_demo
0,Cela m'est arrivé samedi soir. Avec mon briquet vert clair!,negatif,Marque X,@user_demo
0,Essayant de réduire le nombre de cigarettes chaque jour!,negatif,Marque X,@user_demo
0,"Oui, il est tellement silencieux là où tout le monde doit travailler, je m'ennuie à mort sans parler à personne",negatif,Marque X,@user_demo
0,Je dois faire mon travail de cuisson trop dur,negatif,Marque X,@user_demo
0,"D'accord, à propos des saveurs de pomme, j'ai parlé à quelques personnes et elles l'ont déjà toutes avant. Personne ne m'a jamais dit, jamais",negatif,Marque X,@user_demo
0,"je connais! Je suis une chouette de nuit par nature, hahaha suis-je un fuseau horaire derrière vous? Il est presque 1 ici",negatif,Marque X,@user_demo
0,lol non! Mais j'avais terminé,negatif,Marque X,@user_demo
0,"mais! Je ne sert à rien si je ne dors pas, ce n'est pas juste! Je veux tout l'amusement aussi bien !!!",negatif,Marque X,@user_demo
0,Mon pookie a un uti. Je dois être infirmière gabbie et le ramener à 100%! Pas plus de sodas !!!!!!!!!!!!!!,negatif,Marque X,@user_demo
0,Tweet quelque chose de damné! Et traine avec moi s'il vous plaît?,negatif,Marque X,@user_demo
0,"Je suis tellement en retard dans les jeux vidéo, et tout pour cette question. Je suis l'actualité d'hier",negatif,Marque X,@user_demo
0,"Je l'ai fait, c'était le seul à gauche, mais j'ai été tenté et l'ai bien comblé lorsque je suis rentré à la maison, j'avais un velours au chocolat et un amidon; Eat d mocha",negatif,Marque X,@user_demo
0,Est stressant parce que ma mûre continue à clignoter un alestatus rouge sans raison !! Ça m'induit et je le déteste !!!,negatif,Marque X,@user_demo
0,- Je veux porter mes doc martens! Ne les ont pas portés depuis décembre.,negatif,Marque X,@user_demo
0,Quand au atelier de réparation de chaussures et le gars n'a pas pu trouver mes chaussures! Alors je dois revenir en arrière et voir s'il peut les retrouver dans quelques jours.,negatif,Marque X,@user_demo
0,Je ne l'ai pas vraiment vu venir,negatif,Marque X,@user_demo
0,"Je me suis réveillé des rêves les plus vifs, les plus sombres et les plus cool de ma vie. Le temps de regarder le mur avec les lumières allumées.",negatif,Marque X,@user_demo
0,Il faudra 3 jours pour que ma soeur obtienne son passepo,negatif,Marque X,@user_demo
0,Oh mon oui! ça me manque,negatif,Marque X,@user_demo
0,Uh oh ... je pense que je tombe malade,negatif,Marque X,@user_demo
0,"Bon Dieu, ils ont ruiné mon ventre !!!",negatif,Marque X,@user_demo
0,En regardant qui a encadré le lapin de roger. Me fait manquer la ville.,negatif,Marque X,@user_demo
0,"La location ... mais la location très peu coûteuse, et la maison géniale. Nous avons eu 3 tentatives d'achat",negatif,Marque X,@user_demo
0,Le nez qui coule ou la tête de filage = pas une bonne combinaison pour une réunion!,negatif,Marque X,@user_demo
0,Négatif ... vous avez perdu mon vote de confiance,negatif,Marque X,@user_demo
0,Un précieux budget dû et mon iphone est envoyé à Apple aujourd'hui.,negatif,Marque X,@user_demo
0,C'est mauvais,negatif,Marque X,@user_demo
0,"Bon sang, l'épisode 3 des rois ne jouera pas pour une raison quelconque arrêté au milieu maintenant ne fera rien",negatif,Marque X,@user_demo
0,Je suis tellement contrarié que j'ai manqué mon chat et mon quiz en ligne parce que mon internet gratuit a cessé,negatif,Marque X,@user_demo
0,Je ne peux pas le croire! Je suis dans l'incrédulité de tout d'une manière vraiment. Combien puis-je prendre des gens et toujours avoir les autres amis!,negatif,Marque X,@user_demo
0,La saison des spectacles automobiles a commencé sans moi,negatif,Marque X,@user_demo
0,Ma gorge est crue.,negatif,Marque X,@user_demo
0,Je ne l'ai pas compris. Qu'en un esprit de personne pourrait même les avoir sur certains ish comme ça ??? Mes prières sont avec sa famille pour de vrai,negatif,Marque X,@user_demo
0,je te deteste. Je n'avais pas besoin de le voir. Je dois appeler mon thérapeute maintenant.,negatif,Marque X,@user_demo
0,Le crépuscule n'est pas venu les doigts hier croisés pour aujourd'hui,negatif,Marque X,@user_demo
0,Je suis heureux d'avoir pu vous aider à mieux vous sentir. Je déteste te voir malade t'aime!,negatif,Marque X,@user_demo
0,Est fatigué. Vouloir dormir mais j'ai terminé une tâche et un examen demain pour étudier pour,negatif,Marque X,@user_demo
0,"Vous savez, je pensais ... j'ai besoin d'argent",negatif,Marque X,@user_demo
0,Omg ... c'est juste mardi,negatif,Marque X,@user_demo
0,Ummmmm je ne peux pas le trouver.,negatif,Marque X,@user_demo
0,Vient d'entendre qu'ils ont trouvé sandra cantu ... elle n'avait que 8 ans,negatif,Marque X,@user_demo
0,Ive oublié comment snoo-snoo je me demande si snoo-snoo et moi nous reverrons ...,negatif,Marque X,@user_demo
0,"Wow, ce dernier tweet m'a fait paraître un géant sexiste ... désolé pour ça",negatif,Marque X,@user_demo
0,"Mon drain de baignoire est tiré: il existe 1 travail 2 fait, & amp; Il échoue. J'ai tout drano sur son cul, & amp; Il n'est pas encore drainant. Je veux me doucher, merci!",negatif,Marque X,@user_demo
0,coincé a la maison,negatif,Marque X,@user_demo
0,Le mien est 1/10 comment le lancer?,negatif,Marque X,@user_demo
0,Le canard dans le livre célèbre des enfants volé du jardin public de Boston - le globe de Boston via oh non!,negatif,Marque X,@user_demo
0,"Je vous remercie! Cependant, je déteste être sur la même liste qui comprend 2 condamnés.",negatif,Marque X,@user_demo
0,"Aller à altrincham, à nouveau! Hors heures d'installation",negatif,Marque X,@user_demo
0,Matin!!! Bon je suis sanglant! Le travail n'est pas pour moi aujourd'hui helppp !!!! Xxx,negatif,Marque X,@user_demo
0,Je n'ai pas de garage. Mais vous pouvez vous garer dans mon allée!,negatif,Marque X,@user_demo
0,Qu'est-il arrivé?,negatif,Marque X,@user_demo
0,merde. J'ai besoin de plus de robes aussi.,negatif,Marque X,@user_demo
0,Ouais! je connais! c'était horrible!!!! Pouah. attristant.,negatif,Marque X,@user_demo
0,Je ne suis pas amusant,negatif,Marque X,@user_demo
0,Je veux être dans un groupe de punk rock à nouveau,negatif,Marque X,@user_demo
0,C'est un grand souci pour un mardi après-midi,negatif,Marque X,@user_demo
0,"Je suis très content que britney ne soit plus fou! C'était un spectacle incroyable! Maintenant, je suis triste que ce soit fini. Ensuite ... ap at cook county!",negatif,Marque X,@user_demo
0,A mal à l'aise! Omg je me sens comme de la merde!,negatif,Marque X,@user_demo
0,Désolé ... j'étais enraciné pour eux aussi ...,negatif,Marque X,@user_demo
0,"Homme, ça a pris une éternité.",negatif,Marque X,@user_demo
0,je vois.,negatif,Marque X,@user_demo
0,Je liste plus d'articles sur ebay pour vendre! Prend une éternité ... alors Coleman regarde le premier saison de la saison des collines sans moi ...,negatif,Marque X,@user_demo
0,"J'ai fait passer ma présentation, 23 diapositives faites ... Je pleure pour cette semaine sera la plus difficile de toutes les semaines.",negatif,Marque X,@user_demo
0,Juste perdu,negatif,Marque X,@user_demo
0,Je n'aime pas le précédent sur les peaux qui commence à la deuxième saison. Je l'aime quand il est entré directement dans l'intro comme avant,negatif,Marque X,@user_demo
0,... j'aimerais être là ... Je suis très bien d'effrayer la merde des gens,negatif,Marque X,@user_demo
0,Va bien vouloir ... mais je m'envoyais de ma lustre aux lèvres préférées,negatif,Marque X,@user_demo
0,"Jamais plus je ne clique sur un lien qui crie, je suis une araignée, je suis une araignée & quot ;. j'aurais du être mieux informé. Yucky",negatif,Marque X,@user_demo
0,"Pourquoi est-ce que lorsque vous avez un congé au travail, vous êtes malade?",negatif,Marque X,@user_demo
0,Le même imac est sorti plus en Indonésie que dans les États.,negatif,Marque X,@user_demo
0,Dammit ... je dois cesser d'acheter des meubles,negatif,Marque X,@user_demo
0,"Non, j'étais à demi endormi et éteint l'ordinateur portable après cela",negatif,Marque X,@user_demo
0,"La mort est paisible, la vie, cependant, les morsures",negatif,Marque X,@user_demo
0,Je pense que j'ai perdu le net? J'espère bien pas,negatif,Marque X,@user_demo
0,", Et - test de film avec ma petite amie (dans hd) l'obscur est sous-exposé",negatif,Marque X,@user_demo
0,Un jeu si difficile à regarder ce soir pour l'état enfin aller au lit après aussi rester en tête pour regarder la saison de la première des collines!,negatif,Marque X,@user_demo
0,Semble jruby suppofor hpricot est maintenant deux versions derrière,negatif,Marque X,@user_demo
0,Contrairement à ma soeur ... je n'en ai toujours pas,negatif,Marque X,@user_demo
0,Fracking app store me fait tordre,negatif,Marque X,@user_demo
0,déconnecter. J'ai besoin d'étudier....,negatif,Marque X,@user_demo
0,Quelqu'un d'autre a des problèmes pour accéder à ttb ??? Je ne peux pas continuer!,negatif,Marque X,@user_demo
0,Je n'aime absolument pas les gens qui font des commentaires stupides et ne connaissent pas toute l'histoire,negatif,Marque X,@user_demo
0,"Désolé, Emma, ​​Swarley est-il un poisson rouge? Je suis triste pour toi.",negatif,Marque X,@user_demo
0,"Tous mes tweets sont déjà partis, ne leur manquent-ils pas ce soir.",negatif,Marque X,@user_demo
0,Ne peut plus dormir. Le visage est un peu gonflé. Ne me laissez pas être allergique à ce qui me mènera le jeudi. école demain? douteux.,negatif,Marque X,@user_demo
0,"Si Izzy est sur l'arbre de chat, elle le regardera vers le bas, mais si elle est sur le sol, il poursuit et elle court.",negatif,Marque X,@user_demo
0,Je interdis officiellement Godaddy.com de ma comp. Ma tête me fait mal de la petite impression et j'ai gaspillé qui aurait pu être allé à boba,negatif,Marque X,@user_demo
0,À peu près effrayant pour moi,negatif,Marque X,@user_demo
0,Les mines aussi ... Je trouve qu'il est bien difficile de mettre en forme ...,negatif,Marque X,@user_demo
